0,1,2,3,4,5,6
0.31392484192219616,-0.8959885664530529,0.7789102601904785,-1.2234513228746962,-1.2935575756695963,0.0,0.0
0.5444879406177501,-0.3770031377194214,-0.00872017045286435,-0.1737978939273755,-0.7722680166368314,1.0,0.0
0.31392484192219616,-0.2732060519726715,1.832705457051227,-1.5767000730011982,-1.704270561574199,1.0,0.0
0.775051039313304,1.1799531484814731,-0.11192691653716445,-0.4563968940285776,0.3966843278608838,0.0,1.0
-0.37776445416453114,-0.16940896622598062,-0.6279606469586649,1.4107750709257905,0.19132783490858246,0.0,1.0
-0.9541722009034487,-0.3770031377194214,-0.5953690429320438,1.612631499569506,-0.5827081769885533,0.0,1.0
-0.1472013554689117,1.0761560627347233,-0.2640210686613962,0.028058534716339963,1.9447563516551554,1.0,0.0
0.6597694899655597,1.1799531484814731,-0.10106304852829076,-0.28481892968141914,-0.37735168403625197,0.0,0.0
1.3514587860522216,1.8027356629618547,1.1428498384877472,-1.5060503229758977,0.7600073538534169,1.0,0.0
0.6597694899655597,-0.2732060519726715,-1.160290179393476,1.8649520353741502,-0.2825717642121129,1.0,0.0
0.31392484192219616,-0.7921914807063031,1.653451634904811,-1.627164180162127,-1.0092178161971792,0.0,1.0
1.1208956873566676,1.9065327487085455,-0.5627774389054228,0.7648344992659011,-1.1987776558454573,1.0,0.0
1.1208956873566676,1.4913444057216638,-0.05217564248835913,-0.44630407259639165,-1.704270561574199,1.0,0.0
-0.8388906515556389,-0.5845973092128622,0.07275883961368836,-0.6683461441044789,0.7442107005493938,1.0,0.0
0.31392484192219616,1.5951414914683548,0.13794204766693052,-0.6077892155113641,-1.072404429413272,0.0,1.0
-0.7236091022078293,-0.3770031377194214,-1.0407876312958653,1.8245807496454072,0.854787273677556,1.0,0.0
0.5444879406177501,-0.0656118804792307,2.8104535778498594,-2.2125478232289018,0.949567193501695,1.0,0.0
0.31392484192219616,-0.6883943949596122,-0.05760757649279598,-0.5876035726469924,-1.530507375229944,1.0,0.0
-1.069453750251193,-0.7921914807063031,-1.2797927274910867,0.8859483564521307,0.5388542075970925,1.0,0.0
-1.5305799476423663,-0.9997856521998029,0.25201266176010434,-0.44630407259639165,-1.704270561574199,0.0,0.0
-1.5305799476423663,-1.1035827379464938,2.9190922579385963,-2.1015267874748584,-0.4405382972523447,0.0,1.0
-0.26248290481672143,0.14198229101421012,0.03473530158263043,0.048244177580711076,0.3334977146447911,1.0,0.0
-0.1472013554689117,1.1799531484814731,0.9201405443058366,-0.7793671798585219,-0.6774880968126924,0.0,1.0
